Group;Group Name;Group Weight;Question ID;Question;Score;Max Score;Scoring Guidance;Evidence
9;备份与恢复;1;9.1;定期备份 ICS 配置、逻辑与关键服务器。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
9;备份与恢复;1;9.2;备份离线或存放在分段仓库并受访问控制。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
9;备份与恢复;1;9.3;恢复流程至少每年测试一次。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
10;工程师工作站与工具;1;10.1;工程师工作站专用、已加固，不用于通用上网。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
10;工程师工作站与工具;1;10.2;工程师工作站使用应用白名单。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
10;工程师工作站与工具;1;10.3;可移动介质在 ICS 使用前受控并扫描。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
11;安全系统隔离（SIS/BPCS）;1;11.1;SIS 与 BPCS 分段，通信最小化且受控。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
11;安全系统隔离（SIS/BPCS）;1;11.2;SIS 变更需多人审批并记录。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
11;安全系统隔离（SIS/BPCS）;1;11.3;SIS 工程与操作员站已加固并监控。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
12;物理与环境防护;1;12.1;对 ICS 机柜、网络设备和控制室的物理访问受限并记录。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
12;物理与环境防护;1;12.2;ICS 房间的环境控制（电力、空调、消防）受监测。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
12;物理与环境防护;1;12.3;访客进入 ICS 区域需受控并陪同。;;3;"0=未实施;1=部分实施;2=已实施但不稳定;3=已实施并有文档且监控";政策、配置、日志、工单或审计证据。
