Group;Group Name;Group Weight;Question ID;Question;Score;Max Score;Scoring Guidance;Evidence
4;Acceso remoto;1;4.2;El acceso remoto se gestiona mediante jump hosts con grabación de sesiones.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
4;Acceso remoto;1;4.3;Los procedimientos de acceso remoto de emergencia están controlados y registrados.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
5;Gestión de identidades y accesos;1;5.1;Se aplican cuentas de usuario únicas para operaciones e ingeniería de ICS.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
5;Gestión de identidades y accesos;1;5.2;El acceso privilegiado se controla por rol y se revisa al menos trimestralmente.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
5;Gestión de identidades y accesos;1;5.3;Las cuentas por defecto/del proveedor se eliminan o se aseguran y se monitorean.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
6;Endurecimiento de endpoints;1;6.1;Los endpoints de ICS siguen configuraciones base seguras (SO, servicios, puertos, BIOS/UEFI).;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
6;Endurecimiento de endpoints;1;6.2;Servicios y puertos no usados están deshabilitados en controladores, HMI y servidores.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
6;Endurecimiento de endpoints;1;6.3;Se usan secure boot y control de dispositivos donde se admite.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
7;Gestión de vulnerabilidades y parches;1;7.1;Se realiza escaneo de vulnerabilidades o monitoreo pasivo con aprobación de cambios.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
7;Gestión de vulnerabilidades y parches;1;7.2;El parcheo es basado en riesgo con excepciones documentadas y controles compensatorios.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
7;Gestión de vulnerabilidades y parches;1;7.3;Los avisos del proveedor se rastrean y evalúan dentro de SLA definidos.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
8;Monitoreo y registro;1;8.1;El tráfico de red ICS se monitorea con IDS/monitoreo adecuado para OT.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
8;Monitoreo y registro;1;8.2;Los logs de seguridad de ICS/DMZ se centralizan y se retienen según la política.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
8;Monitoreo y registro;1;8.3;Las reglas de detección cubren técnicas comunes de ataque a ICS.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
9;Respaldo y recuperación;1;9.1;Se realizan respaldos periódicos de configuraciones, lógica y servidores críticos de ICS.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
9;Respaldo y recuperación;1;9.2;Los respaldos se almacenan offline o en un repositorio segmentado con control de acceso.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
9;Respaldo y recuperación;1;9.3;Los procedimientos de restauración se prueban al menos anualmente.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
10;Estaciones de ingeniería y herramientas;1;10.1;Las estaciones de ingeniería son dedicadas, endurecidas y no se usan para navegación general.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
10;Estaciones de ingeniería y herramientas;1;10.2;Se aplica allowlisting de aplicaciones en las estaciones de ingeniería.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
10;Estaciones de ingeniería y herramientas;1;10.3;El uso de medios extraíbles se controla y se escanea antes de usar en ICS.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
11;Separación de sistemas de seguridad (SIS/BPCS);1;11.1;SIS y BPCS están segmentados con comunicaciones mínimas y controladas.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
11;Separación de sistemas de seguridad (SIS/BPCS);1;11.2;Las modificaciones en SIS requieren aprobación de varias personas y registro.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
11;Separación de sistemas de seguridad (SIS/BPCS);1;11.3;Las estaciones de ingeniería y operador de SIS están endurecidas y monitoreadas.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
12;Protección física y ambiental;1;12.1;El acceso físico a gabinetes ICS, equipos de red y salas de control está restringido y registrado.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
12;Protección física y ambiental;1;12.2;Se monitorean los controles ambientales (energía, HVAC, supresión de incendios) de salas ICS.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
12;Protección física y ambiental;1;12.3;El acceso de visitantes a áreas ICS se controla y se acompaña.;;3;"0=No implementado;1=Parcial;2=Implementado pero inconsistente;3=Implementado, documentado y monitoreado";Políticas, configuraciones, registros, tickets o evidencia de auditoría.
